Latitude,Longitude,Elevation_m,Rock_Type,Region,Al_wt_pct,Si_wt_pct,Mg_wt_pct,Fe_wt_pct,Ca_wt_pct,Na_wt_pct,K_wt_pct,Ti_wt_pct,Mn_wt_pct,P_wt_pct,Cr_wt_pct,Ni_wt_pct
8.850987890601786,-47.66781088202619,-146.78755464490743,Anorthosite,Oceanus Procellarum,19.792,25.338,8.53,12.663,9.821,1.503,0.01,0.616,0.126,0.14,0.009,0.001
-13.617562840331594,-39.33630246916403,-1269.6515239069188,Troctolite,Mare Imbrium,10.365,20.419,6.829,21.497,1.0,2.895,0.319,1.038,0.162,0.146,0.117,0.064
-19.368449939328535,-8.281952538215627,-188.31160701591463,Anorthosite,Mare Serenitatis,18.975,28.471,3.972,13.642,13.867,2.003,0.348,0.783,0.175,0.828,0.069,0.053
-12.34399580177314,1.2624313558613594,-287.2870235146445,Basalt,Mare Serenitatis,3.532,17.451,7.372,25.013,8.747,0.1,0.977,1.255,0.257,0.024,0.326,0.082
-23.112184364923195,-43.12896981919613,-772.5750422267445,Basalt,Highlands,24.384,21.87,9.97,8.203,1.118,3.239,0.139,0.956,0.083,0.85,0.305,0.136
26.491974617066468,-9.025999017097647,-50.74023560904343,Norite,Mare Imbrium,2.142,25.238,5.45,26.677,2.918,4.044,0.065,1.641,0.29,0.036,0.104,0.041
17.052370461916013,-18.990138920888725,-738.922265721948,Gabbro,Mare Tranquillitatis,4.933,18.93,2.663,22.447,1.0,2.973,0.221,1.595,0.309,0.128,0.061,0.069
-2.256529385247557,-37.98916278024528,202.41360812748786,Basalt,Mare Tranquillitatis,28.0,20.292,7.237,2.243,8.955,4.252,0.178,0.914,0.069,0.082,0.131,0.013
21.897756306912115,-59.17911022219637,279.12505325298207,Basalt,South Pole-Aitken,5.571,22.878,6.939,23.819,14.882,3.773,0.471,1.571,0.228,0.622,0.157,0.037
-15.032507742406063,-3.957856017390995,-1031.231815906666,Gabbro,South Pole-Aitken,8.09,22.164,0.5,21.268,5.884,1.974,0.703,0.816,0.172,0.133,0.115,0.001
13.027234108331612,22.27820991182392,-205.9668396328377,Basalt,Mare Tranquillitatis,2.0,22.679,10.007,25.795,1.0,5.459,0.027,1.406,0.248,0.01,0.292,0.084
21.36794994082461,-32.84671990274316,-234.23072100400515,Norite,Mare Serenitatis,15.614,24.481,0.706,14.589,1.718,3.385,0.562,0.999,0.146,0.05,0.027,0.025
-8.593877302603644,-44.18318041239848,-118.01063081522499,Gabbro,Oceanus Procellarum,5.495,19.96,0.5,25.983,4.04,3.513,0.719,1.617,0.206,0.113,0.035,0.048
15.447866727043063,46.44512933363542,-1227.195766399131,Basalt,Mare Serenitatis,16.12,25.311,8.326,11.028,6.2,1.808,0.774,0.658,0.161,0.226,0.416,0.111
-12.295659044141438,-26.997027301464264,192.91342105959507,Basalt,South Pole-Aitken,2.928,15.84,6.968,26.471,4.8,1.145,0.434,2.003,0.275,0.165,0.578,0.181
-12.068571884458152,-33.166485624880224,759.4077571435314,Regolith,Highlands,5.49,24.232,1.84,24.597,17.327,1.7,1.012,1.363,0.251,0.379,0.084,0.019
-23.576569286748835,42.851632753189904,758.201812624549,Anorthosite,Mare Tranquillitatis,18.081,24.442,6.92,14.083,13.824,4.104,0.01,0.964,0.145,0.353,0.022,0.021
-3.596517209436076,38.05285190001135,454.8237043549311,Anorthosite,South Pole-Aitken,17.474,18.677,0.5,11.08,16.477,5.053,0.758,0.885,0.185,0.179,0.037,0.009
13.782714389845331,-6.198423537043965,-1006.8046275419025,Norite,South Pole-Aitken,2.0,16.648,7.222,25.86,1.043,3.347,0.13,1.38,0.169,0.169,0.039,0.007
26.4132483342771,-1.291336628667061,-314.6022662010861,Regolith,Oceanus Procellarum,16.737,20.303,4.082,13.258,3.103,3.111,0.163,0.51,0.071,0.065,0.487,0.111
6.2278195157457645,-33.87015541991737,251.78896405878086,Regolith,Mare Tranquillitatis,3.577,22.211,1.674,25.398,3.828,4.161,0.942,1.888,0.264,0.634,0.193,0.064
21.788132264144345,-50.6037995424531,230.39269932424608,Norite,Oceanus Procellarum,8.002,19.995,0.501,19.505,6.174,4.657,0.396,1.09,0.269,0.016,0.182,0.084
19.349678957413623,8.811819042679332,580.6366974040637,Anorthosite,Mare Tranquillitatis,20.743,22.506,0.5,10.936,13.416,1.258,0.175,1.126,0.144,0.101,0.072,0.001
-19.59941682148315,-48.19860940917442,-131.23960764264373,Basalt,Oceanus Procellarum,9.505,26.813,8.013,18.594,1.021,4.954,0.426,1.116,0.205,0.216,0.175,0.071
-0.8509542652421125,-6.087054365202022,-610.0219503463379,Norite,Mare Serenitatis,4.367,16.906,0.605,23.842,11.359,2.543,0.214,1.265,0.188,0.583,0.007,0.004
-22.98458786847651,52.859663821561284,265.1633978157647,Anorthosite,Highlands,20.338,15.138,1.246,12.73,12.535,4.301,0.107,0.636,0.045,0.139,0.022,0.001
10.929189693698099,54.34012670047012,-238.23238530593366,Anorthosite,Highlands,19.935,20.792,0.5,12.318,14.664,1.719,0.068,0.458,0.1,0.453,0.226,0.061
26.99398009476456,-31.280125614316965,697.364719804578,Troctolite,Mare Tranquillitatis,2.0,18.959,3.616,26.486,7.372,4.24,0.164,1.426,0.294,0.022,0.075,0.017
-21.77463251527461,14.893610405478526,336.08763604707747,Basalt,Mare Imbrium,24.899,19.559,11.242,4.748,8.814,1.28,0.011,0.544,0.01,0.152,0.398,0.128
14.03298784815248,-3.1108483070570827,-184.648044822595,Anorthosite,South Pole-Aitken,17.403,24.801,5.654,13.706,16.365,4.346,0.165,1.479,0.117,0.076,0.09,0.038
7.934289052071655,45.082215310332714,84.18394367291224,Basalt,South Pole-Aitken,15.165,20.638,4.71,15.709,10.253,3.772,0.021,1.15,0.097,0.318,0.3,0.093
5.016302220485983,-27.42829628687361,558.1157400838447,Anorthosite,Mare Tranquillitatis,15.326,20.913,6.397,11.823,18.269,1.114,0.629,1.315,0.099,0.118,0.032,0.024
-6.592785918699647,-59.55571118010998,265.1262416395501,Basalt,Oceanus Procellarum,5.149,19.69,8.563,24.15,7.481,4.53,0.257,1.015,0.3,0.129,0.227,0.05
-8.692101134771246,-40.49265528823019,69.05998105511581,Basalt,Mare Imbrium,13.452,20.884,8.21,14.952,1.0,1.829,0.312,1.114,0.139,0.013,0.334,0.097
-27.285048658866728,-18.057263859672233,125.9887447766994,Basalt,Mare Serenitatis,28.0,21.806,9.066,2.0,1.0,4.371,0.102,0.745,0.112,0.115,0.339,0.099
-16.92547750487919,-22.113464427541366,-152.48035646159053,Gabbro,Oceanus Procellarum,6.078,29.354,3.5,21.15,1.0,3.173,0.077,1.38,0.19,0.017,0.033,0.033
-29.089387062790387,34.96355029474631,206.18413464532446,Gabbro,Oceanus Procellarum,17.692,21.839,0.5,9.72,1.0,1.504,0.369,0.934,0.2,0.071,0.104,0.001
4.8850263349212355,21.667279936660535,11.320873183207969,Anorthosite,Mare Tranquillitatis,23.702,24.488,2.735,7.242,12.287,1.784,0.334,0.715,0.125,0.027,0.014,0.016
-23.64880584732547,-24.053241646212328,-518.48180366877,Regolith,Mare Tranquillitatis,20.673,21.559,0.644,8.92,20.0,7.683,0.895,0.498,0.098,0.081,0.01,0.033
22.381163641782962,-5.070741940054397,213.9094265359644,Anorthosite,South Pole-Aitken,20.897,14.917,2.665,11.948,10.697,5.769,0.082,0.568,0.137,0.052,0.061,0.021
1.3885812418299146,-48.53290752499977,275.57835657089606,Basalt,Mare Tranquillitatis,2.0,19.299,6.109,25.761,10.012,2.747,0.879,1.742,0.184,0.067,0.386,0.182
11.981394543522505,47.777573378412086,503.51362557503074,Troctolite,Mare Tranquillitatis,6.774,21.837,2.299,21.162,1.0,3.51,0.109,1.148,0.194,0.032,0.05,0.005
-5.348574489570211,52.2509789338241,-792.2886521185889,Basalt,Mare Tranquillitatis,7.579,23.17,8.205,19.168,4.242,4.444,0.01,1.139,0.274,0.116,0.189,0.054
3.634788540062921,57.57642424571257,133.77099321446136,Regolith,South Pole-Aitken,2.247,21.631,0.994,25.448,1.433,1.45,1.022,1.32,0.272,0.138,0.05,0.004
26.55955061799783,44.22633969430052,-193.9350558040351,Basalt,Mare Serenitatis,3.35,23.761,5.744,27.183,1.493,3.828,0.448,1.319,0.163,0.362,0.228,0.064
-25.035957622579755,-39.12469347645293,285.94765311341655,Regolith,Mare Serenitatis,14.488,16.62,15.03,18.006,1.0,4.185,0.873,0.781,0.185,0.155,0.02,0.019
-14.76373368457823,-54.45642201580454,-616.2389618444627,Basalt,Mare Tranquillitatis,6.355,21.146,5.535,22.051,3.96,3.434,0.144,1.843,0.235,0.052,0.329,0.091
16.79929961463266,9.551607289520874,648.0169001820362,Troctolite,South Pole-Aitken,3.818,24.984,4.648,24.651,1.0,4.669,0.05,0.874,0.285,0.266,0.045,0.001
-24.075767587040048,49.51260322597325,-536.8722646273319,Anorthosite,Mare Serenitatis,15.032,18.085,3.101,16.277,14.449,3.183,0.207,1.357,0.161,0.071,0.159,0.016
-25.460333765753347,-38.71783660083086,-252.55762035678814,Regolith,Oceanus Procellarum,10.577,24.362,2.759,17.471,4.158,4.326,0.581,1.525,0.184,0.282,0.119,0.032
-8.307516074757686,-59.15485024510298,1356.0862904513665,Basalt,Mare Serenitatis,14.671,24.207,10.339,16.084,12.766,3.284,0.141,1.186,0.23,0.098,0.241,0.072
-24.46992249165406,36.65952552386932,46.560031913989896,Anorthosite,Mare Serenitatis,16.212,17.289,0.623,17.77,14.951,1.16,0.091,1.158,0.18,0.144,0.111,0.027
5.104706532372184,-50.784517885591924,545.3921910811581,Regolith,South Pole-Aitken,13.529,22.014,8.584,17.648,7.928,4.127,0.088,1.276,0.155,0.14,0.013,0.048
-16.42348495100401,-10.355276170796351,123.90064467940593,Anorthosite,Oceanus Procellarum,19.523,21.476,2.112,12.505,14.236,4.562,0.47,0.88,0.192,0.623,0.071,0.034
23.741877791962338,21.466480462654204,634.2101559633148,Gabbro,South Pole-Aitken,2.0,20.471,3.811,28.316,1.018,2.819,0.289,1.927,0.319,0.033,0.136,0.03
17.010004850715404,-31.584289745258385,402.18559934725744,Gabbro,Mare Tranquillitatis,15.026,16.419,3.005,16.584,12.403,1.393,0.54,1.499,0.075,0.558,0.184,0.07
11.982312365968568,-49.9244923863928,-399.21875014421045,Anorthosite,Highlands,15.767,20.211,1.905,14.218,12.528,4.042,0.21,1.231,0.177,0.165,0.02,0.022
7.016641643070116,32.40254741469944,-888.6509629836221,Gabbro,Mare Serenitatis,4.01,20.531,1.963,22.821,4.479,3.38,1.26,0.918,0.182,1.013,0.025,0.007
21.8079438204878,15.621010186444977,-638.1678189240863,Anorthosite,Highlands,19.16,15.905,3.243,11.514,14.665,3.356,0.985,1.163,0.162,0.17,0.198,0.051
-16.61627630743459,58.61885813841657,-252.5713825842515,Troctolite,South Pole-Aitken,4.249,17.085,0.609,22.934,16.371,3.227,0.095,1.802,0.281,0.214,0.066,0.001
22.386530565853654,-18.683036001604883,282.3776556753701,Basalt,South Pole-Aitken,4.129,18.219,10.346,24.067,16.933,4.209,0.147,1.645,0.274,0.277,0.353,0.133
17.36953790544314,-52.588513645176036,500.733735878563,Basalt,South Pole-Aitken,16.507,17.855,9.434,12.662,1.0,3.346,0.419,1.302,0.187,0.345,0.387,0.113
14.889649583261132,28.122004240235484,-23.404354519044556,Regolith,Highlands,2.0,21.979,16.833,25.715,3.174,2.43,0.75,1.31,0.223,0.13,0.019,0.002
3.6753406844954455,2.6080102623894774,82.97909769303261,Troctolite,South Pole-Aitken,28.0,23.735,1.732,2.0,11.031,1.062,0.725,0.438,0.043,0.227,0.099,0.052
-15.225350341763995,-34.41552823330379,-1157.5202644492617,Anorthosite,Mare Tranquillitatis,17.398,20.068,4.138,12.172,16.001,2.446,0.317,1.38,0.177,0.191,0.165,0.05
-4.587125040486221,33.80747868057112,-141.9810758652402,Gabbro,South Pole-Aitken,2.02,23.299,0.591,26.891,1.0,4.091,0.193,1.775,0.269,0.105,0.181,0.104
17.6142392723281,-35.54934169800675,-47.02693011296959,Basalt,Mare Imbrium,2.0,23.857,6.549,27.287,4.183,2.598,0.142,1.517,0.191,0.344,0.263,0.068
-28.093290938560532,-28.72060142004761,224.42779170923802,Basalt,Highlands,8.953,20.744,9.075,21.051,12.373,4.089,0.163,1.26,0.263,0.043,0.213,0.056
16.923046155825496,-48.896573475993705,-163.02190312097824,Anorthosite,Mare Imbrium,17.692,22.224,5.248,12.398,12.878,1.303,0.57,1.002,0.076,0.037,0.01,0.001
-15.595755570746011,-12.068126516297468,-250.41555905464014,Anorthosite,South Pole-Aitken,16.105,20.33,1.528,14.498,10.903,1.786,1.174,0.99,0.182,0.267,0.341,0.086
-21.341447956703817,-9.72849312750973,944.1499654237753,Anorthosite,Mare Tranquillitatis,15.712,17.632,2.809,17.561,14.557,1.716,0.016,1.204,0.201,0.203,0.066,0.028
-23.05792090918187,1.747414841795809,-689.1765288329634,Basalt,Mare Serenitatis,15.87,18.76,4.301,13.429,5.608,3.162,0.26,1.98,0.217,0.076,0.038,0.026
-28.364999282951093,25.075712054853298,683.2535655090023,Regolith,Oceanus Procellarum,2.0,21.978,4.913,28.707,17.063,5.15,1.074,1.437,0.268,0.202,0.097,0.022
1.4151891132871732,48.7321114416511,311.7778760097074,Regolith,Oceanus Procellarum,19.316,20.636,0.5,9.415,6.192,5.693,1.174,0.339,0.024,0.294,0.304,0.092
-16.90440763837623,-43.47190813346296,-63.04943566887312,Gabbro,South Pole-Aitken,10.734,23.212,5.659,16.313,3.584,4.269,0.572,0.954,0.188,0.049,0.364,0.113
29.365905946777893,-53.478228198161155,1101.2196068274225,Anorthosite,Mare Tranquillitatis,18.488,15.339,3.166,12.064,10.947,0.651,0.257,1.149,0.163,0.174,0.033,0.036
4.466205352332345,-57.77625196868001,-32.23530583094249,Basalt,Highlands,4.253,16.06,3.447,24.329,1.0,2.098,0.113,1.654,0.298,0.348,0.236,0.059
-21.726883838639374,-42.76543463174205,-428.4537727650673,Norite,Mare Imbrium,2.0,16.415,7.939,24.604,16.154,0.1,0.176,1.161,0.22,0.106,0.07,0.025
11.325752448681918,18.95393829379512,107.0160910302956,Gabbro,Mare Imbrium,17.442,21.5,17.095,12.681,8.343,3.198,0.132,0.894,0.187,0.17,0.02,0.015
23.86461399058352,27.297249359579595,437.87426118497274,Basalt,Mare Imbrium,2.0,16.866,3.284,26.904,19.765,4.95,0.169,1.836,0.31,0.016,0.539,0.17
14.710769722176863,34.38068562337466,276.31846983728826,Troctolite,Highlands,3.704,21.96,6.565,23.389,2.018,3.979,0.022,1.403,0.201,0.355,0.043,0.014
-25.41360833763314,-30.75501457147888,-270.10677176895564,Norite,Oceanus Procellarum,8.419,23.259,5.548,22.368,8.31,0.881,0.036,1.087,0.245,0.318,0.009,0.023
23.753050871559573,-23.29262240861761,332.5649179405102,Regolith,Mare Tranquillitatis,2.824,25.549,5.5,27.288,11.605,4.666,0.177,1.347,0.195,0.122,0.017,0.001
17.635763151597885,-2.0238425321400655,-859.0164692150132,Gabbro,Highlands,6.874,25.218,12.608,24.024,8.477,4.445,0.346,1.883,0.27,0.025,0.072,0.018
-20.50176599366314,-52.418028376772824,680.619188875578,Gabbro,Mare Imbrium,16.573,18.914,2.667,12.551,1.653,4.852,0.304,0.866,0.162,0.216,0.213,0.052
-26.892846676030988,13.336982785349534,400.05519447778096,Anorthosite,South Pole-Aitken,19.187,15.991,4.485,10.524,13.8,4.331,0.432,0.937,0.072,0.17,0.099,0.017
3.438634518858507,58.048204041090926,-1084.5623947086535,Regolith,Mare Serenitatis,28.0,19.104,6.946,3.941,5.855,2.369,0.475,0.178,0.062,0.504,0.024,0.01
-20.637851319601385,-16.703242634639693,-365.8423977956439,Troctolite,Highlands,18.806,23.931,2.612,11.607,4.144,0.774,0.591,0.893,0.197,0.066,0.035,0.03
20.07545715571632,30.341697010966072,623.1412216516716,Basalt,Highlands,4.05,19.831,7.844,24.069,9.299,4.405,0.163,2.31,0.253,0.01,0.501,0.135
-8.499920599699575,0.0040698683529569735,-115.10729491699736,Basalt,Mare Tranquillitatis,5.108,20.927,10.206,24.792,3.331,3.932,0.074,2.028,0.214,0.059,0.167,0.069
24.77354668419452,-44.66257867675407,-17.72228846433131,Anorthosite,Mare Tranquillitatis,18.461,19.329,6.072,13.226,16.853,0.634,0.112,1.105,0.117,0.112,0.517,0.149
3.9412903284603473,9.868493856310351,703.0107307097738,Norite,Highlands,9.84,25.744,4.636,18.324,3.958,1.843,0.266,1.718,0.247,0.034,0.236,0.052
-19.03965694561991,-24.015087786712208,-296.5487158593589,Regolith,Mare Imbrium,3.38,17.957,2.4,23.415,1.0,1.877,0.497,1.618,0.213,0.78,0.113,0.021
-21.624067958411995,-55.87161498558501,-1072.362541358185,Basalt,Mare Serenitatis,28.0,21.2,4.819,2.341,1.0,3.873,0.363,1.291,0.08,0.05,0.192,0.077
4.588346253465232,16.191567614129255,691.1119037302882,Anorthosite,Mare Tranquillitatis,18.959,24.325,0.5,10.567,14.1,2.981,0.235,1.123,0.114,0.227,0.017,0.001
15.713016711746633,43.07188191896731,-218.57463124991872,Anorthosite,Mare Imbrium,20.919,26.525,0.5,11.487,13.191,2.684,0.276,1.361,0.031,0.121,0.286,0.126
16.890338864530925,-18.627627972015105,-13.250811759874528,Regolith,South Pole-Aitken,10.357,18.916,3.011,19.412,5.478,2.497,0.19,0.643,0.173,0.162,0.024,0.01
-13.454555733523122,-13.16453433446754,-97.27217977418655,Norite,Mare Tranquillitatis,5.032,23.882,2.162,25.112,10.925,1.649,1.069,1.62,0.308,0.54,0.079,0.001
-17.74519446526995,46.92260195606538,-242.52964494748255,Norite,Mare Imbrium,17.026,19.103,6.359,10.978,3.298,4.158,0.508,0.755,0.245,0.152,0.067,0.001
-28.994621730457055,37.63305760408271,-431.56884838481136,Anorthosite,Mare Imbrium,17.752,25.131,3.129,13.321,10.075,2.128,0.456,1.201,0.118,0.073,0.072,0.038
10.751949072070161,25.794338826213263,-89.99659486450052,Anorthosite,Mare Serenitatis,15.872,26.188,11.04,14.9,12.693,4.395,0.219,1.253,0.186,0.05,0.031,0.001
-25.405904493987663,-30.14435234962225,-478.0490939485004,Basalt,Mare Serenitatis,2.0,18.331,8.277,28.1,1.0,1.328,0.121,2.039,0.391,0.445,0.272,0.095
-4.754327894044451,49.22599859599734,685.5055293048665,Basalt,South Pole-Aitken,20.024,22.96,5.721,10.366,15.826,2.41,0.01,1.228,0.193,0.864,0.146,0.02
6.100929841097766,-41.47010909529444,607.8819336671387,Troctolite,Mare Imbrium,8.276,24.34,1.415,20.246,7.988,5.358,0.013,0.887,0.151,0.058,0.308,0.1
26.22653669518062,15.212462330066614,276.60476801482866,Norite,Oceanus Procellarum,28.0,20.117,4.114,6.46,4.881,3.282,0.01,0.203,0.088,0.256,0.071,0.048
-11.291871782653882,-56.543858334417756,260.56431438542705,Regolith,Mare Imbrium,2.0,22.643,2.787,26.043,6.118,2.411,0.01,1.48,0.271,0.141,0.079,0.031
-15.013670253208813,17.246376758993506,-849.7300091541906,Regolith,Mare Serenitatis,3.499,22.8,1.783,25.292,12.91,2.246,0.49,1.737,0.316,0.24,0.234,0.087
9.249609257165908,-26.742677775196817,565.5229577083666,Anorthosite,Oceanus Procellarum,14.092,27.029,0.6,16.736,15.998,1.957,0.046,1.36,0.124,0.666,0.252,0.09
7.154341923214901,-6.038762737953597,-224.5730344255956,Norite,Mare Tranquillitatis,8.071,15.087,0.579,18.638,5.752,3.544,0.199,1.266,0.238,0.065,0.105,0.009
-10.073413001512527,-18.568253753153627,675.1218356467159,Regolith,Mare Tranquillitatis,4.826,20.832,4.972,23.96,1.4,4.078,0.081,1.643,0.277,0.269,0.172,0.027
25.686110130587195,-39.269189250454815,848.7065622041564,Norite,Highlands,2.0,17.249,1.897,24.432,7.147,3.302,0.758,1.724,0.23,0.115,0.07,0.001
20.691739649377965,14.637694811264893,-120.84053852027358,Basalt,Mare Serenitatis,10.293,21.041,7.812,19.119,1.0,2.929,0.023,1.285,0.31,0.211,0.316,0.101
-16.56104724809513,45.83706661687289,-1121.2794058924928,Anorthosite,Highlands,18.824,18.651,1.576,11.558,13.081,3.722,0.946,1.149,0.097,0.104,0.2,0.058
-15.651447273928609,55.090109073888414,115.68067060057014,Basalt,Oceanus Procellarum,3.212,20.235,5.146,24.51,11.574,1.315,0.073,1.693,0.264,0.246,0.287,0.066
0.7380208132248356,-36.91843642153019,-578.5655819235237,Regolith,Mare Serenitatis,6.535,18.378,0.92,23.385,3.051,3.454,1.252,1.425,0.247,0.082,0.028,0.015
16.414326103843223,26.08473288755681,-299.7641663696022,Gabbro,South Pole-Aitken,13.694,21.466,0.5,16.506,1.0,3.522,0.234,1.604,0.201,0.134,0.005,0.034
-27.357577236692137,19.72072399268187,-105.47430157420382,Basalt,Mare Imbrium,2.298,24.222,10.109,24.456,8.249,3.321,0.317,1.119,0.303,0.247,0.22,0.08
11.600109224082402,-18.794665251051292,473.77901079185557,Gabbro,South Pole-Aitken,3.466,19.882,8.672,23.412,2.901,2.334,0.114,1.932,0.17,0.01,0.184,0.083
8.894153842925817,-57.7080960775529,224.91998327878005,Gabbro,Oceanus Procellarum,4.248,25.292,2.951,25.649,2.005,2.07,0.284,1.84,0.263,0.08,0.028,0.001
-16.111194245220705,22.77494967754393,769.5208008793222,Anorthosite,Mare Serenitatis,19.461,24.132,0.583,11.402,15.629,1.439,0.372,1.604,0.24,0.158,0.146,0.047
10.881180794480926,53.459383267140026,-397.15625881016626,Basalt,Oceanus Procellarum,18.768,27.102,7.314,9.911,20.0,4.765,0.01,0.441,0.169,0.015,0.249,0.081
26.41099147512496,15.854414629878164,563.4868155578187,Gabbro,Mare Imbrium,4.722,22.234,1.492,23.361,9.574,2.933,0.01,1.329,0.204,0.243,0.041,0.029
-27.19284930169389,-7.764873097483907,387.4553261526999,Anorthosite,Mare Tranquillitatis,16.208,20.815,3.568,13.987,13.391,2.491,1.291,1.204,0.122,0.336,0.019,0.001
-10.820876682476246,3.0184672933954033,336.733829438227,Norite,Mare Tranquillitatis,22.023,16.244,1.616,7.43,6.423,2.375,0.184,0.875,0.135,0.036,0.272,0.112
-3.709397000018683,-36.044543080809895,555.7908568894974,Anorthosite,Oceanus Procellarum,17.583,18.655,5.498,12.099,14.208,1.852,0.824,0.854,0.122,0.264,0.026,0.012
23.955621535481377,30.06529965044851,414.5576287715937,Troctolite,Highlands,11.097,20.376,3.832,19.944,11.745,2.357,0.393,1.39,0.202,0.208,0.033,0.036
27.735686796549402,29.570379601181884,-808.4709838390398,Anorthosite,Mare Serenitatis,18.545,20.731,8.28,15.971,11.096,4.453,0.14,1.513,0.141,0.106,0.04,0.033
-3.3530852102200654,-42.53792395350901,-288.7808415535268,Anorthosite,Mare Serenitatis,16.723,28.046,2.78,14.239,12.039,3.698,0.049,1.112,0.268,0.036,0.033,0.001
15.001704728531472,45.35740589995909,487.33596010372247,Troctolite,Mare Tranquillitatis,13.222,20.379,1.609,14.729,20.0,3.994,1.147,0.68,0.185,0.62,0.018,0.012
1.8996614258689775,-27.69723126320337,241.86624135496865,Anorthosite,South Pole-Aitken,17.174,15.695,18.0,13.076,10.443,4.151,0.263,1.639,0.157,0.125,0.044,0.023
2.266976084482593,57.87072731239378,519.6793759726023,Basalt,Mare Imbrium,5.673,22.994,7.974,23.361,20.0,5.64,0.064,1.147,0.155,0.041,0.589,0.172
-13.314029096018615,-14.051638315530504,102.0695750019941,Basalt,South Pole-Aitken,2.0,22.819,11.404,27.48,20.0,3.033,0.343,1.234,0.229,0.253,0.162,0.049
-16.98262524816723,-38.65391295186004,-265.4954682577694,Norite,South Pole-Aitken,17.302,19.623,6.625,14.508,7.148,2.486,0.029,0.863,0.163,0.187,0.017,0.001
-12.719679244557533,-17.793586638521724,-410.29200003011994,Gabbro,Oceanus Procellarum,26.745,27.383,0.5,7.313,2.84,3.525,0.608,0.608,0.106,0.339,0.151,0.042
3.37968043542476,-7.17836055633682,-823.2049616722244,Gabbro,Mare Tranquillitatis,9.767,15.31,1.954,19.696,9.798,3.778,0.028,1.371,0.291,1.109,0.037,0.005
-28.25068883867466,-51.68306723540462,263.69866875903165,Basalt,Mare Tranquillitatis,4.211,24.748,11.395,24.448,2.215,2.959,0.081,2.261,0.252,0.01,0.405,0.111
24.43493666138435,9.386205746794744,-723.3007890376853,Basalt,Mare Tranquillitatis,2.0,20.127,8.903,23.468,6.957,1.927,0.029,1.17,0.29,0.269,0.45,0.128
-20.622977427013428,11.71589278426805,0.2957051125477445,Basalt,Oceanus Procellarum,3.081,18.149,7.619,23.862,1.0,3.223,0.033,1.783,0.25,0.904,0.192,0.01
-16.794679387716805,28.67165464193667,-57.46608607224687,Anorthosite,Highlands,16.68,28.201,0.5,11.779,13.589,3.653,0.223,1.556,0.187,0.155,0.043,0.003
1.0965705868587818,-56.4996129251108,557.2140205003559,Anorthosite,South Pole-Aitken,16.45,23.21,1.914,12.757,15.032,3.417,0.348,0.883,0.069,0.252,0.07,0.003
12.606885980236761,4.9485857320596125,1146.7646144792564,Anorthosite,Oceanus Procellarum,19.903,20.105,6.625,9.355,14.541,0.795,0.466,0.844,0.062,0.116,0.047,0.001
-24.256256715336164,-53.65110800752027,-193.79761641841085,Anorthosite,Mare Serenitatis,14.51,20.044,3.537,14.04,14.399,1.092,0.356,1.153,0.209,0.088,0.049,0.001
-10.938318147170271,24.137306395998408,262.48774437031176,Troctolite,Mare Imbrium,2.0,21.826,4.03,27.934,2.431,3.86,0.136,1.48,0.348,0.238,0.096,0.024
28.12047633446143,-53.31264171588187,-0.9082256967438953,Basalt,Highlands,9.167,19.614,6.864,17.322,8.613,2.553,0.244,0.648,0.103,0.886,0.211,0.046
-14.259421993143258,49.40734180099592,-447.80272435114733,Anorthosite,Mare Serenitatis,19.23,24.899,6.855,11.357,15.077,5.669,0.788,1.36,0.141,0.019,0.204,0.043
-11.216991296211187,24.249908026139593,590.8344427211641,Norite,South Pole-Aitken,21.248,21.263,8.494,11.235,1.43,4.609,0.147,0.997,0.065,0.11,0.084,0.028
20.189909437082008,0.8867718102188533,199.94519954942623,Anorthosite,Mare Tranquillitatis,18.302,24.053,7.582,11.991,14.228,1.478,0.087,0.81,0.113,0.565,0.024,0.04
-26.987134098572685,-7.0195292062590084,294.6646029204172,Gabbro,South Pole-Aitken,3.421,21.624,6.688,27.083,13.721,4.232,0.22,1.57,0.172,0.024,0.456,0.14
-2.12320987146175,-44.319284350408516,448.76641453652286,Troctolite,Oceanus Procellarum,3.14,23.61,0.807,24.431,3.375,4.921,0.106,1.383,0.24,0.21,0.115,0.056
-7.222994132899785,-25.08007325224043,452.3801078903122,Regolith,Mare Imbrium,2.0,25.037,3.604,28.926,8.672,2.466,1.219,1.835,0.272,0.112,0.047,0.012
-11.00479440548093,44.275092602507556,-82.34401533884113,Basalt,Oceanus Procellarum,8.712,26.043,4.135,18.242,7.855,2.897,0.453,0.96,0.186,0.095,0.297,0.139
-12.858024357314129,48.534337387499264,525.2436345045777,Troctolite,Highlands,2.0,22.473,3.003,28.293,2.084,2.342,0.664,1.518,0.262,0.047,0.318,0.073
-24.51755370837545,-59.91027499553627,-81.2250457213398,Anorthosite,Highlands,18.291,18.4,2.622,11.111,11.284,1.653,0.209,0.988,0.171,0.039,0.008,0.001
-11.11045023890107,11.29636697730615,-602.11324422309,Basalt,Mare Imbrium,6.18,20.482,7.863,24.914,5.803,4.892,0.454,0.906,0.335,0.145,0.269,0.099
-27.416855837059884,26.316073083013634,249.20744376432745,Anorthosite,Mare Serenitatis,17.875,20.922,0.5,12.104,13.053,0.1,0.062,0.91,0.086,0.095,0.005,0.016
